"","V1","V2"
"14038","LOC400685","c14038"
"14039","CUEDC1","c14039"
"14040","LOC284757","c14040"
"14041","STARD9","c14041"
"14042","CLDN8","c14042"
"14043","DNMBP-AS1","c14043"
"14044","RP9P","c14044"
"14045","MYPOP","c14045"
"14046","E2F6","c14046"
"14047","TMEM126B","c14047"
"14048","DPY19L4","c14048"
"14049","GIMAP5","c14049"
"14050","CTPS2","c14050"
"14051","NDUFA9","c14051"
"14052","EGLN3","c14052"
"14053","GUSBP2","c14053"
"14054","OR5H2","c14054"
"14055","PITX3","c14055"
"14056","FBXO45","c14056"
"14057","OR52E8","c14057"
"14058","MRPL42P5","c14058"
"14059","TRIM64","c14059"
"14060","SHISA2","c14060"
"14061","GRM4","c14061"
"14062","KLK1","c14062"
"14063","GPM6B","c14063"
"14064","RRAGD","c14064"
"14065","PAGE5","c14065"
"14066","UCHL5","c14066"
"14067","ULK3","c14067"
"14068","WDR86","c14068"
"14069","AIM2","c14069"
"14070","PNO1","c14070"
"14071","SNORD74","c14071"
"14072","GNAT2","c14072"
"14073","OR2F2","c14073"
"14074","ZBTB44","c14074"
"14075","TIMP2","c14075"
"14076","ST13","c14076"
"14077","SIX1","c14077"
"14078","ZMAT4","c14078"
"14079","MIR345","c14079"
"14080","TECRL","c14080"
"14081","RGPD8","c14081"
"14082","CNPPD1","c14082"
"14083","GTF2IRD1","c14083"
"14084","OCM","c14084"
"14085","ZNF19","c14085"
"14086","TRAPPC2P1","c14086"
"14087","ZNF714","c14087"
"14088","RSC1A1","c14088"
"14089","ZFP69","c14089"
"14090","PSMA8","c14090"
"14091","DEFA8P","c14091"
"14092","MIR572","c14092"
"14093","TMEM141","c14093"
"14094","COX4I1","c14094"
"14095","CBR3-AS1","c14095"
"14096","CTAGE1","c14096"
"14097","DTWD1","c14097"
"14098","HSD11B1","c14098"
"14099","LOC284865","c14099"
"14100","KRT6B","c14100"
"14101","OR14C36","c14101"
"14102","SUMO4","c14102"
"14103","ARID4B","c14103"
"14104","LHFPL3","c14104"
"14105","WWP2","c14105"
"14106","ZNF326","c14106"
"14107","CSAG2","c14107"
"14108","RGPD1","c14108"
"14109","CTSH","c14109"
"14110","MIR4687","c14110"
"14111","FASTKD1","c14111"
"14112","PAF1","c14112"
"14113","TTC9C","c14113"
"14114","SPATC1L","c14114"
"14115","TRMT10C","c14115"
"14116","IFT57","c14116"
"14117","PRSS36","c14117"
"14118","IL20RB","c14118"
"14119","ZNF592","c14119"
"14120","CFP","c14120"
"14121","DCTD","c14121"
"14122","MFNG","c14122"
"14123","FAM208A","c14123"
"14124","ANKRD62P1-PARP4P3","c14124"
"14125","ALDH3B1","c14125"
"14126","THSD4","c14126"
"14127","KCNJ5","c14127"
"14128","LRRIQ4","c14128"
"14129","LMNA","c14129"
"14130","TBCD","c14130"
"14131","ZNF250","c14131"
"14132","CASQ2","c14132"
"14133","SNORD45A","c14133"
"14134","PEG10","c14134"
"14135","INHBA-AS1","c14135"
"14136","PRAME","c14136"
"14137","LOC100287846","c14137"
"14138","TRIM59","c14138"
"14139","ZNF12","c14139"
"14140","SRSF5","c14140"
"14141","LOC221122","c14141"
"14142","SIGLEC7","c14142"
"14143","PANK4","c14143"
"14144","SNED1","c14144"
"14145","TTN-AS1","c14145"
"14146","HIP1","c14146"
"14147","RAET1E","c14147"
"14148","AHNAK2","c14148"
"14149","TOE1","c14149"
"14150","RNU12","c14150"
"14151","SPRYD3","c14151"
"14152","RECQL4","c14152"
"14153","DPAGT1","c14153"
"14154","MAGED2","c14154"
"14155","TRPS1","c14155"
"14156","ANKRD55","c14156"
"14157","DOK7","c14157"
"14158","LRRC37A","c14158"
"14159","TFPI2","c14159"
"14160","COA3","c14160"
"14161","MIR4791","c14161"
"14162","GTF2H3","c14162"
"14163","CYP4F11","c14163"
"14164","ATG16L1","c14164"
"14165","LHX2","c14165"
"14166","PTH1R","c14166"
"14167","ASB12","c14167"
"14168","C1orf116","c14168"
"14169","NF2","c14169"
"14170","POM121","c14170"
"14171","PHYHD1","c14171"
"14172","TXNDC17","c14172"
"14173","TRNP1","c14173"
"14174","NUP62","c14174"
"14175","ZFP57","c14175"
"14176","MYO18B","c14176"
"14177","PRAMEF1","c14177"
"14178","RSPH9","c14178"
"14179","TMEM168","c14179"
"14180","TTTY19","c14180"
"14181","FJX1","c14181"
"14182","CLCF1","c14182"
"14183","SEPN1","c14183"
"14184","NUDCD1","c14184"
"14185","LOC100188947","c14185"
"14186","LOC440910","c14186"
"14187","TFF3","c14187"
"14188","MIR603","c14188"
"14189","CHCHD4","c14189"
"14190","NDFIP1","c14190"
"14191","TNR","c14191"
"14192","CUTA","c14192"
"14193","USP44","c14193"
"14194","DPP10","c14194"
"14195","ALDH1L1-AS2","c14195"
"14196","IWS1","c14196"
"14197","SULT1C4","c14197"
"14198","PCGF1","c14198"
"14199","PTPN13","c14199"
"14200","LINC00167","c14200"
"14201","SSTR5","c14201"
"14202","PPP4R4","c14202"
"14203","SFRP1","c14203"
"14204","MAP3K19","c14204"
"14205","SUOX","c14205"
"14206","RMI2","c14206"
"14207","IDH3B","c14207"
"14208","GOLT1B","c14208"
"14209","LOC100289137","c14209"
"14210","MIB1","c14210"
"14211","PCDHGB1","c14211"
"14212","OR11H2","c14212"
"14213","C17orf51","c14213"
"14214","SUSD1","c14214"
"14215","ICAM5","c14215"
"14216","PAPOLB","c14216"
"14217","URM1","c14217"
"14218","PRHOXNB","c14218"
"14219","CXorf30","c14219"
"14220","TMEM106B","c14220"
"14221","LRIG2","c14221"
"14222","SLC27A5","c14222"
"14223","CLIC6","c14223"
"14224","LOC100129931","c14224"
"14225","ZNF420","c14225"
"14226","SCN9A","c14226"
"14227","IFITM4P","c14227"
"14228","LOC730101","c14228"
"14229","PRKAG1","c14229"
"14230","ELMOD1","c14230"
"14231","FAM64A","c14231"
"14232","EEF1G","c14232"
"14233","SMAD5","c14233"
"14234","INCENP","c14234"
"14235","WASF2","c14235"
"14236","GARS","c14236"
"14237","CDK10","c14237"
"14238","HLX","c14238"
"14239","MDM4","c14239"
"14240","ZNRF1","c14240"
"14241","HHATL","c14241"
"14242","C2CD4A","c14242"
"14243","MIR216A","c14243"
"14244","FAM21C","c14244"
"14245","ZNF200","c14245"
"14246","HIST2H3C","c14246"
"14247","PFDN2","c14247"
"14248","NDN","c14248"
"14249","FBLN5","c14249"
"14250","HBA2","c14250"
"14251","MIR490","c14251"
"14252","PUM1","c14252"
"14253","TNNT1","c14253"
"14254","C19orf59","c14254"
"14255","LIMS3-LOC440895","c14255"
"14256","RAB7A","c14256"
"14257","SNORA36C","c14257"
"14258","KANSL1-AS1","c14258"
"14259","CHKB-CPT1B","c14259"
"14260","SUPT20HL2","c14260"
"14261","PMS2","c14261"
"14262","HELQ","c14262"
"14263","MIR663B","c14263"
"14264","BIRC3","c14264"
"14265","HOXB-AS3","c14265"
"14266","NRSN2","c14266"
"14267","OR52K2","c14267"
"14268","PER4","c14268"
"14269","LIPT2","c14269"
"14270","SPOCK1","c14270"
"14271","DCAF8","c14271"
"14272","H2AFY","c14272"
"14273","ZNF833P","c14273"
"14274","ZNF638","c14274"
"14275","RXRB","c14275"
"14276","LINC00568","c14276"
"14277","LOC440028","c14277"
"14278","ANKRD45","c14278"
"14279","ACTN4","c14279"
"14280","PCNXL3","c14280"
"14281","EIF2B5","c14281"
"14282","VPS33A","c14282"
"14283","PINK1","c14283"
"14284","FAM106A","c14284"
"14285","FLJ34208","c14285"
"14286","GAPDHS","c14286"
"14287","PSTPIP1","c14287"
"14288","CNTNAP1","c14288"
"14289","MUM1L1","c14289"
"14290","CYP26A1","c14290"
"14291","APOL2","c14291"
"14292","TACC2","c14292"
"14293","MIR3662","c14293"
"14294","COX7A2L","c14294"
"14295","HSD17B1","c14295"
"14296","ARRB2","c14296"
"14297","U2SURP","c14297"
"14298","SLC7A6","c14298"
"14299","RMRP","c14299"
"14300","HSD17B10","c14300"
"14301","NUP155","c14301"
"14302","PLA2G2C","c14302"
"14303","MRPL10","c14303"
"14304","CYCS","c14304"
"14305","TECTA","c14305"
"14306","SNORD19B","c14306"
"14307","GNAL","c14307"
"14308","SNAR-C4","c14308"
"14309","LPO","c14309"
"14310","KIAA0895L","c14310"
"14311","TPRG1L","c14311"
"14312","PEBP4","c14312"
"14313","DDX11","c14313"
"14314","TAF9B","c14314"
"14315","IMP4","c14315"
"14316","RPA4","c14316"
"14317","G2E3","c14317"
"14318","NDUFS1","c14318"
"14319","UPK1A","c14319"
"14320","NWD1","c14320"
"14321","ARRDC2","c14321"
"14322","AES","c14322"
"14323","CD2BP2","c14323"
"14324","SNORD22","c14324"
"14325","C16orf54","c14325"
"14326","NDUFAF4","c14326"
"14327","UGT2B17","c14327"
"14328","CHRM5","c14328"
"14329","CEACAM6","c14329"
"14330","FGFR1","c14330"
"14331","CERK","c14331"
"14332","AP3S2","c14332"
"14333","RNU5F-1","c14333"
"14334","CLCNKA","c14334"
"14335","ANKS4B","c14335"
"14336","ZNF208","c14336"
"14337","MAGEA2","c14337"
"14338","HLA-DRB5","c14338"
"14339","GOT1","c14339"
"14340","TMEM110-MUSTN1","c14340"
"14341","CASP6","c14341"
"14342","NUDT17","c14342"
"14343","HOXA1","c14343"
"14344","ZNF181","c14344"
"14345","RCL1","c14345"
"14346","RAB40B","c14346"
"14347","MRPL38","c14347"
"14348","PIKFYVE","c14348"
"14349","UGT1A1","c14349"
"14350","LRRN2","c14350"
"14351","MIR23C","c14351"
"14352","OR5D14","c14352"
"14353","BET1L","c14353"
"14354","OR10AG1","c14354"
"14355","FRY","c14355"
"14356","LINC00670","c14356"
"14357","CSF3R","c14357"
"14358","POLR3K","c14358"
"14359","LBX1","c14359"
"14360","ATG2B","c14360"
"14361","FUNDC2P2","c14361"
"14362","DARS","c14362"
"14363","EPS8","c14363"
"14364","FAM209A","c14364"
"14365","DAD1","c14365"
"14366","OR6B3","c14366"
"14367","RIOK1","c14367"
"14368","HERC2","c14368"
"14369","HSD11B2","c14369"
"14370","ZNF48","c14370"
"14371","FAM96B","c14371"
"14372","BSN","c14372"
"14373","CAND1","c14373"
"14374","ACTR10","c14374"
"14375","HCST","c14375"
"14376","OR8D4","c14376"
"14377","NASP","c14377"
"14378","COL9A2","c14378"
"14379","LYZL1","c14379"
"14380","GPC5","c14380"
"14381","IQCF2","c14381"
"14382","TBL3","c14382"
"14383","TLR1","c14383"
"14384","OR5AP2","c14384"
"14385","ZIC2","c14385"
"14386","CPNE5","c14386"
"14387","CCDC153","c14387"
"14388","ZMYND15","c14388"
"14389","CCDC106","c14389"
"14390","PARP16","c14390"
"14391","A1CF","c14391"
"14392","PDIA3","c14392"
"14393","USP32P2","c14393"
"14394","CECR2","c14394"
"14395","CBX3P2","c14395"
"14396","TAS2R30","c14396"
"14397","DCP1A","c14397"
"14398","FIGLA","c14398"
"14399","TEKT1","c14399"
"14400","MGC45800","c14400"
"14401","CLN5","c14401"
"14402","C10orf67","c14402"
"14403","IFNL1","c14403"
"14404","CES2","c14404"
"14405","MIR624","c14405"
"14406","GNAS","c14406"
"14407","AARD","c14407"
"14408","DDX53","c14408"
"14409","TSPAN13","c14409"
"14410","MRPL52","c14410"
"14411","FITM2","c14411"
"14412","SPIRE2","c14412"
"14413","TAS2R39","c14413"
"14414","TRA2B","c14414"
"14415","SCUBE3","c14415"
"14416","CDKL3","c14416"
"14417","KIAA1715","c14417"
"14418","ZNF345","c14418"
"14419","RTF1","c14419"
"14420","DHRS7","c14420"
"14421","RIPK4","c14421"
"14422","TMEM63C","c14422"
"14423","EXOSC2","c14423"
"14424","MS4A2","c14424"
"14425","MYL12A","c14425"
"14426","WDR59","c14426"
"14427","FGF17","c14427"
"14428","LAMTOR2","c14428"
"14429","EVI2A","c14429"
"14430","FLJ16171","c14430"
"14431","HS3ST1","c14431"
"14432","IL17RC","c14432"
"14433","RBPJ","c14433"
"14434","ITGB1BP2","c14434"
"14435","GIMAP1","c14435"
"14436","PRICKLE2-AS2","c14436"
"14437","ALDH18A1","c14437"
"14438","INE1","c14438"
"14439","MLLT4-AS1","c14439"
"14440","TMEM191C","c14440"
"14441","TPI1","c14441"
"14442","GATA6","c14442"
"14443","CABP1","c14443"
"14444","ZNF484","c14444"
"14445","DAPK3","c14445"
"14446","IP6K1","c14446"
"14447","MIR5579","c14447"
"14448","GJB1","c14448"
"14449","PIN1","c14449"
"14450","SLC6A15","c14450"
"14451","LOC440704","c14451"
"14452","CTAGE15P","c14452"
"14453","DKFZp779M0652","c14453"
"14454","RIN2","c14454"
"14455","FOXI2","c14455"
"14456","FRRS1","c14456"
"14457","SNORD67","c14457"
"14458","DMRT3","c14458"
"14459","GPR75-ASB3","c14459"
"14460","ATAD1","c14460"
"14461","LOC1720","c14461"
"14462","PLEKHG7","c14462"
"14463","OTUD4","c14463"
"14464","GPR89C","c14464"
"14465","ATOH8","c14465"
"14466","ASCL5","c14466"
"14467","MFSD11","c14467"
"14468","ZSCAN16","c14468"
"14469","ASCC1","c14469"
"14470","HMGN2P46","c14470"
"14471","OTUD3","c14471"
"14472","YME1L1","c14472"
"14473","PRSS46","c14473"
"14474","PCBP4","c14474"
"14475","MIR3945","c14475"
"14476","TNFRSF10A","c14476"
"14477","CDH10","c14477"
"14478","SCP2","c14478"
"14479","KL","c14479"
"14480","USP17L25","c14480"
"14481","SON","c14481"
"14482","SH2B2","c14482"
"14483","RWDD4","c14483"
"14484","MAFK","c14484"
"14485","SBNO2","c14485"
"14486","MZT1","c14486"
"14487","SLC6A6","c14487"
"14488","FAM162B","c14488"
"14489","LOC100132781","c14489"
"14490","SNORD16","c14490"
"14491","RPL13AP17","c14491"
"14492","FKBP1A-SDCBP2","c14492"
"14493","PPP1R9A","c14493"
"14494","PDZRN3","c14494"
"14495","TMEM151B","c14495"
"14496","AVEN","c14496"
"14497","TSR3","c14497"
"14498","C14orf132","c14498"
"14499","PCK2","c14499"
"14500","SDHAP2","c14500"
"14501","GUCY2C","c14501"
"14502","BARX2","c14502"
"14503","DAO","c14503"
"14504","PEX11G","c14504"
"14505","EDNRA","c14505"
"14506","SNORA61","c14506"
"14507","PPP2R5A","c14507"
"14508","SERF1A","c14508"
"14509","FNDC8","c14509"
"14510","PTMS","c14510"
"14511","PHF7","c14511"
"14512","PIP4K2B","c14512"
"14513","POM121L12","c14513"
"14514","HHLA2","c14514"
"14515","PRRC2B","c14515"
"14516","BDH2","c14516"
"14517","APOBEC2","c14517"
"14518","PENK","c14518"
"14519","SMAD9","c14519"
"14520","RGL1","c14520"
"14521","MT3","c14521"
"14522","ATG10","c14522"
"14523","DLGAP4","c14523"
"14524","BACE2","c14524"
"14525","APPBP2","c14525"
"14526","LOC100129175","c14526"
"14527","ZNF395","c14527"
"14528","HIST1H2BL","c14528"
"14529","ZNF467","c14529"
"14530","SLC25A21","c14530"
"14531","PALM2","c14531"
"14532","IL5","c14532"
"14533","CLSTN2","c14533"
"14534","ANXA8L2","c14534"
"14535","PTGES","c14535"
"14536","EPHA1-AS1","c14536"
"14537","XAGE1A","c14537"
"14538","GDAP1L1","c14538"
"14539","OPRK1","c14539"
"14540","WDR20","c14540"
"14541","C12orf4","c14541"
"14542","NTAN1","c14542"
"14543","NUP88","c14543"
"14544","TEN1","c14544"
"14545","XRCC6BP1","c14545"
"14546","FCGBP","c14546"
"14547","SAPCD2","c14547"
"14548","MOB4","c14548"
"14549","LOC440243","c14549"
"14550","LEMD2","c14550"
"14551","ZNF79","c14551"
"14552","NOMO1","c14552"
"14553","INPP5J","c14553"
"14554","OCRL","c14554"
"14555","MEG8","c14555"
"14556","BOD1L2","c14556"
"14557","FAM71E2","c14557"
"14558","HSPA8","c14558"
"14559","DIDO1","c14559"
"14560","PLA2R1","c14560"
"14561","SLMO2-ATP5E","c14561"
"14562","COG3","c14562"
"14563","CBFA2T2","c14563"
"14564","NGDN","c14564"
"14565","OR4X1","c14565"
"14566","PNOC","c14566"
"14567","OR1I1","c14567"
"14568","PRRG1","c14568"
"14569","AGGF1","c14569"
"14570","FLJ20518","c14570"
"14571","DPF2","c14571"
"14572","YIPF7","c14572"
"14573","TRPV5","c14573"
"14574","C15orf59","c14574"
"14575","MED12","c14575"
"14576","SPANXA2-OT1","c14576"
"14577","CARS","c14577"
"14578","ABCC11","c14578"
"14579","GALNT18","c14579"
"14580","MYH1","c14580"
"14581","AURKAPS1","c14581"
"14582","GTSF1L","c14582"
"14583","AGTRAP","c14583"
"14584","FRYL","c14584"
"14585","ZNF432","c14585"
"14586","LOC100505679","c14586"
"14587","MMP27","c14587"
"14588","OR8D1","c14588"
"14589","OR13D1","c14589"
"14590","VWA1","c14590"
"14591","MIR877","c14591"
"14592","STON1","c14592"
"14593","IL5RA","c14593"
"14594","FOCAD","c14594"
"14595","NDNF","c14595"
"14596","PERP","c14596"
"14597","TNFSF12","c14597"
"14598","C10orf107","c14598"
"14599","FN1","c14599"
"14600","MTR","c14600"
"14601","LOC285889","c14601"
"14602","ZNF425","c14602"
"14603","MIR211","c14603"
"14604","DHFR","c14604"
"14605","LOC100131496","c14605"
"14606","GANC","c14606"
"14607","PPP1R12A","c14607"
"14608","SPDYE5","c14608"
"14609","RSPO2","c14609"
"14610","ZNF7","c14610"
"14611","LOC254099","c14611"
"14612","ZNF583","c14612"
"14613","TPMT","c14613"
"14614","GPR132","c14614"
"14615","SERTAD2","c14615"
"14616","ATP1A1","c14616"
"14617","OR2T12","c14617"
"14618","ZNF672","c14618"
"14619","PLXNB3","c14619"
"14620","EML5","c14620"
"14621","FAIM3","c14621"
"14622","UBQLN2","c14622"
"14623","SORCS2","c14623"
"14624","PRIM2","c14624"
"14625","ACVR2A","c14625"
"14626","YWHAZ","c14626"
"14627","PGM2L1","c14627"
"14628","ZNF805","c14628"
"14629","C11orf53","c14629"
"14630","GNAO1","c14630"
"14631","RPS6KA6","c14631"
"14632","RPL10","c14632"
"14633","TMPRSS11BNL","c14633"
"14634","PFKL","c14634"
"14635","SH3D19","c14635"
"14636","AURKB","c14636"
"14637","SCARNA8","c14637"
"14638","LIPI","c14638"
"14639","LOC100129055","c14639"
"14640","ZC3H6","c14640"
"14641","LOC399753","c14641"
"14642","GOLGA8DP","c14642"
"14643","DISC1","c14643"
"14644","TMEM25","c14644"
"14645","NIPAL4","c14645"
"14646","ST7-AS1","c14646"
"14647","DZANK1","c14647"
"14648","OSBPL10","c14648"
"14649","CLTCL1","c14649"
"14650","BMS1P2","c14650"
"14651","NPHP3-ACAD11","c14651"
"14652","ALG6","c14652"
"14653","CATSPER4","c14653"
"14654","LRTM1","c14654"
"14655","RRAD","c14655"
"14656","TIPIN","c14656"
"14657","CARD14","c14657"
"14658","ANKRD20A1","c14658"
"14659","ARHGAP42","c14659"
"14660","RASSF4","c14660"
"14661","SLC25A18","c14661"
"14662","C6orf58","c14662"
"14663","PLA2G6","c14663"
"14664","TPT1","c14664"
"14665","M1","c14665"
"14666","SEC63","c14666"
"14667","CCDC113","c14667"
"14668","MRPS28","c14668"
"14669","TDRD10","c14669"
"14670","MTRNR2L10","c14670"
"14671","TOR1AIP1","c14671"
"14672","SYTL4","c14672"
"14673","VSTM4","c14673"
"14674","SPRR2F","c14674"
"14675","CEBPD","c14675"
"14676","GAGE2E","c14676"
"14677","SNAR-G1","c14677"
"14678","OR6N2","c14678"
"14679","SNTG2","c14679"
"14680","SNORA5C","c14680"
"14681","LOC402160","c14681"
"14682","AFG3L1P","c14682"
"14683","POC1A","c14683"
"14684","SVEP1","c14684"
"14685","PXN","c14685"
"14686","MIR548AJ2","c14686"
"14687","LOC339807","c14687"
"14688","DIXDC1","c14688"
"14689","GANAB","c14689"
"14690","PDSS1","c14690"
"14691","NGFR","c14691"
"14692","SNORD115-18","c14692"
"14693","ATP8B4","c14693"
"14694","HPYR1","c14694"
"14695","BMP8A","c14695"
"14696","CCDC132","c14696"
"14697","GNRH1","c14697"
"14698","OR10T2","c14698"
"14699","MIR4680","c14699"
"14700","OR6W1P","c14700"
"14701","PDGFD","c14701"
"14702","LINC00471","c14702"
"14703","LINC00636","c14703"
"14704","HARS","c14704"
"14705","AQP8","c14705"
"14706","KRT77","c14706"
"14707","LOC100129480","c14707"
"14708","ITGB1","c14708"
"14709","CCL14","c14709"
"14710","ZNF254","c14710"
"14711","PAX1","c14711"
"14712","PSMC4","c14712"
"14713","SGK1","c14713"
"14714","LOC285501","c14714"
"14715","NOP10","c14715"
"14716","ANKRD22","c14716"
"14717","LOC100216479","c14717"
"14718","IFT43","c14718"
"14719","PSMD8","c14719"
"14720","SOX10","c14720"
"14721","HTR1E","c14721"
"14722","OR5B2","c14722"
"14723","RABGEF1","c14723"
"14724","MAP1LC3B","c14724"
"14725","LOC100507066","c14725"
"14726","GPC5-AS1","c14726"
"14727","P2RY8","c14727"
"14728","AGXT2L1","c14728"
"14729","CYB5R4","c14729"
"14730","ZNF827","c14730"
"14731","TRAPPC2","c14731"
"14732","FLJ14107","c14732"
"14733","FNTB","c14733"
"14734","GAB4","c14734"
"14735","AURKAIP1","c14735"
"14736","C5orf46","c14736"
"14737","UCA1","c14737"
"14738","LINC00240","c14738"
"14739","DSE","c14739"
"14740","NFKBIZ","c14740"
"14741","MST1P2","c14741"
"14742","OSBPL3","c14742"
"14743","SLC39A9","c14743"
"14744","NSMF","c14744"
"14745","MIR5689","c14745"
"14746","RHCE","c14746"
"14747","PQLC2","c14747"
"14748","ATG7","c14748"
"14749","PLIN3","c14749"
"14750","MSANTD3","c14750"
"14751","FBN3","c14751"
"14752","MCFD2","c14752"
"14753","CASP14","c14753"
"14754","EPS15","c14754"
"14755","HERC2P7","c14755"
"14756","C19orf47","c14756"
"14757","BTNL3","c14757"
"14758","PLAC9","c14758"
"14759","CYP4F35P","c14759"
"14760","RGS8","c14760"
"14761","GNS","c14761"
"14762","CBX1","c14762"
"14763","ENO2","c14763"
"14764","GAGE12G","c14764"
"14765","PEX26","c14765"
"14766","ACBD7","c14766"
"14767","DMRTC1B","c14767"
"14768","ADAMTSL4","c14768"
"14769","LRP5","c14769"
"14770","GAGE12H","c14770"
"14771","ARR3","c14771"
"14772","MAP1A","c14772"
"14773","CD2","c14773"
"14774","LOC254896","c14774"
"14775","HPGDS","c14775"
"14776","LGALS9B","c14776"
"14777","NAV2","c14777"
"14778","TMEM69","c14778"
"14779","ATXN7","c14779"
"14780","EFCAB5","c14780"
"14781","CHN2","c14781"
"14782","ZNF781","c14782"
"14783","HAS2","c14783"
"14784","PRDM6","c14784"
"14785","CYP2C9","c14785"
"14786","EPHX4","c14786"
"14787","CNOT7","c14787"
"14788","MIR1204","c14788"
"14789","CST11","c14789"
"14790","NKAP","c14790"
"14791","RUNX1T1","c14791"
"14792","EAF1","c14792"
"14793","IL4I1","c14793"
"14794","LRRC61","c14794"
"14795","PSIP1","c14795"
"14796","SPRR4","c14796"
"14797","LOC644649","c14797"
"14798","ZFP90","c14798"
"14799","AP2B1","c14799"
"14800","SLC30A7","c14800"
"14801","LINC00507","c14801"
"14802","S100B","c14802"
"14803","MIR658","c14803"
"14804","BMP2","c14804"
"14805","ESR1","c14805"
"14806","ZFPL1","c14806"
"14807","SPAG11A","c14807"
"14808","ARHGAP12","c14808"
"14809","ZNF767","c14809"
"14810","LRRC19","c14810"
"14811","NACA","c14811"
"14812","PRF1","c14812"
"14813","OLIG1","c14813"
"14814","LST1","c14814"
"14815","SPATA9","c14815"
"14816","CNFN","c14816"
"14817","CDK4","c14817"
"14818","TCF15","c14818"
"14819","CCDC176","c14819"
"14820","HIF1A-AS2","c14820"
"14821","FAM107B","c14821"
"14822","IGFN1","c14822"
"14823","LOC653501","c14823"
"14824","DMXL1","c14824"
"14825","OR6C76","c14825"
"14826","RBM3","c14826"
"14827","SNORD93","c14827"
"14828","HTR5A","c14828"
"14829","SCFD1","c14829"
"14830","BPIFB6","c14830"
"14831","EPHB3","c14831"
"14832","ROPN1L","c14832"
"14833","RAMP3","c14833"
"14834","TSPYL5","c14834"
"14835","DLEU2","c14835"
"14836","SNORA58","c14836"
"14837","GAP43","c14837"
"14838","PAPD4","c14838"
"14839","TNFRSF10C","c14839"
"14840","LINC00423","c14840"
"14841","PDE3A","c14841"
"14842","RASGEF1A","c14842"
"14843","NTPCR","c14843"
"14844","XYLT2","c14844"
"14845","HIPK3","c14845"
"14846","XPOT","c14846"
"14847","GAL3ST1","c14847"
"14848","TSPY26P","c14848"
